vol_id,layer_id,z,r,FTF_id
10,20,675.1688452494005,77.12775387297553,92
10,40,1402.98773948024,95.72965808969633,92
10,36,1271.8226489890646,99.50326236982285,92
10,32,1141.7890283589627,86.55792437506088,92
10,28,1025.6218266178755,81.3591916279849,92
10,18,604.1284940030617,75.88666328935282,92
10,16,543.1030677031364,78.03162223566054,92
10,14,486.1696860250616,78.14231005005816,92
10,12,437.2842505499083,72.9763211953625,
10,10,396.17138494341356,70.46035481030776,
10,4,290.9492432783249,64.35688492158808,
10,2,263.17041452304164,64.7649962354356,
10,8,357.0406827944177,67.84842349042856,
10,6,321.97790646432014,64.05616426749583,
10,30,1103.4757975260416,67.3369174990722,91
10,56,2357.0639832694574,104.07531316104,92
10,46,1665.6521865994991,69.63243088679832,91
10,58,2620.896497652348,108.99870191635453,92
10,50,1846.311442547534,74.15220912794638,91
9,4,-0.9935167715337017,99.611474022245,81
9,2,7.915701580746747,34.52483571362506,80
8,34,-924.7918289724782,81.15568302979794,
8,36,-834.7289452037544,79.60326134513195,
8,38,-748.8208804498624,79.07832803280117,
8,40,-674.9727071539579,78.76456517493936,72
8,48,-437.03956992256354,72.70265315275665,
8,50,-395.99999699577734,73.0168935575863,
8,52,-356.9857635673536,70.39693543348885,
8,54,-322.0797941804217,69.7853682410193,
8,56,-291.1669440733272,67.90863039892464,
8,2,-2620.993775489572,109.35769992917432,72
8,4,-2356.9401204649585,102.92036626729129,72
8,6,-2120.0137120445866,99.70603527463139,72
8,10,-1845.3653686284551,73.70038464908006,71
8,14,-1664.4417316882138,70.85401702745189,71
8,18,-1503.0888072169105,69.0757860258821,71
8,28,-1141.912906831486,87.84874048332723,72
8,32,-1025.8881423046473,85.33214254093153,
8,8,-1909.1646242604672,98.06204235080422,72
8,12,-1721.1879275543522,97.39499409257554,72
8,16,-1553.051600909385,95.49499461340949,72
8,20,-1403.0234469725133,97.04471178814704,72
8,26,-1229.0595648609592,68.72241611128837,71
8,30,-1103.19066125166,67.1558561701149,71
8,42,-604.1305030265056,79.58482388929544,
8,46,-486.0904038406344,74.49042431362868,
8,58,-263.20697322224777,64.62022476138357,
8,24,-1271.9060392648057,99.27345910829871,72
8,44,-543.1277772533504,77.03297337837012,
8,22,-1358.8603974899443,70.06183004755317,71
2,2,-3473.385480671723,326.3355094781104,
2,4,-3448.5453473651105,330.76110499587156,
