file,max_rss,time
thirdparty/OpenDataDetector/factory/ODDModuleHelper.cpp,268988416,1.503936
thirdparty/OpenDataDetector/factory/ODDPixelBarrel_geo.cpp,403177472,3.007845
thirdparty/OpenDataDetector/factory/ODDPixelEndcap_geo.cpp,398880768,3.007468
thirdparty/OpenDataDetector/factory/ODDStripBarrel_geo.cpp,403443712,3.007874
thirdparty/OpenDataDetector/factory/ODDStripEndcap_geo.cpp,397840384,3.00781
Examples/Run/Fatras/TGeoFatrasExample.cpp,0,0.501212
Examples/Run/Fatras/TelescopeFatrasExample.cpp,614400,0.501213
Examples/Run/Fatras/PayloadFatrasExample.cpp,557056,0.501251
Examples/Run/Fatras/AlignedFatrasExample.cpp,557056,0.50127
Examples/Run/Fatras/GenericFatrasExample.cpp,557056,0.501233
Examples/Run/Fatras/Common/Fatras.cpp,614387712,4.511273
Examples/Run/Fatras/DD4hep/DD4hepFatrasExample.cpp,561152,0.501381
thirdparty/OpenDataDetector/factory/ODDCylinder_geo.cpp,401154048,2.506336
thirdparty/OpenDataDetector/factory/ODDModuleHelper.cpp,269168640,1.50375
thirdparty/OpenDataDetector/factory/ODDPixelBarrel_geo.cpp,398151680,3.007374
thirdparty/OpenDataDetector/factory/ODDPixelEndcap_geo.cpp,404656128,3.00753
thirdparty/OpenDataDetector/factory/ODDStripBarrel_geo.cpp,403939328,3.007411
thirdparty/OpenDataDetector/factory/ODDStripEndcap_geo.cpp,404033536,3.00754
Examples/Run/Geant4/GdmlGeantinoRecording.cpp,747282432,5.01248
thirdparty/OpenDataDetector/factory/ODDCylinder_geo.cpp,404250624,2.506605
thirdparty/OpenDataDetector/factory/ODDModuleHelper.cpp,268910592,1.503746
thirdparty/OpenDataDetector/factory/ODDPixelBarrel_geo.cpp,397737984,3.007518
thirdparty/OpenDataDetector/factory/ODDPixelEndcap_geo.cpp,403714048,3.007466
thirdparty/OpenDataDetector/factory/ODDStripBarrel_geo.cpp,404434944,3.007429
thirdparty/OpenDataDetector/factory/ODDStripEndcap_geo.cpp,402718720,3.008048
Examples/Run/Geant4/DD4hep/DD4hepGeantinoRecording.cpp,977182720,7.519558
thirdparty/OpenDataDetector/factory/ODDCylinder_geo.cpp,409767936,2.506549
thirdparty/OpenDataDetector/factory/ODDModuleHelper.cpp,277188608,1.503852
thirdparty/OpenDataDetector/factory/ODDPixelBarrel_geo.cpp,462340096,3.00755
thirdparty/OpenDataDetector/factory/ODDPixelEndcap_geo.cpp,469901312,3.007697
thirdparty/OpenDataDetector/factory/ODDStripBarrel_geo.cpp,407535616,2.506327
thirdparty/OpenDataDetector/factory/ODDStripEndcap_geo.cpp,414253056,2.50646
Examples/Run/Geant4/HepMC/EventRecordingExample.cpp,1027612672,7.520171
thirdparty/OpenDataDetector/factory/ODDCylinder_geo.cpp,412184576,2.506369
thirdparty/OpenDataDetector/factory/ODDModuleHelper.cpp,276619264,1.503761
thirdparty/OpenDataDetector/factory/ODDPixelBarrel_geo.cpp,459341824,3.007567
thirdparty/OpenDataDetector/factory/ODDPixelEndcap_geo.cpp,464814080,3.007915
thirdparty/OpenDataDetector/factory/ODDStripBarrel_geo.cpp,407126016,2.506349
thirdparty/OpenDataDetector/factory/ODDStripEndcap_geo.cpp,411852800,2.506375
Examples/Run/Generators/ParticleGun.cpp,462680064,2.50616
Examples/Run/Generators/Pythia8/Pythia8.cpp,461078528,2.506224
Examples/Run/Geometry/TelescopeGeometryExample.cpp,0,0.501157
Examples/Run/Geometry/TGeoGeometryExample.cpp,552960,0.50122
Examples/Run/Geometry/PayloadGeometryExample.cpp,552960,0.501233
Examples/Run/Geometry/AlignedGeometryExample.cpp,622592,0.501495
Examples/Run/Geometry/GenericGeometryExample.cpp,0,0.50119
Examples/Run/Geometry/EmptyGeometryExample.cpp,0,0.501223
Examples/Run/Geometry/DD4hep/DD4hepGeometryExample.cpp,0,0.501209
thirdparty/OpenDataDetector/factory/ODDCylinder_geo.cpp,404357120,2.506346
thirdparty/OpenDataDetector/factory/ODDModuleHelper.cpp,267239424,1.503813
thirdparty/OpenDataDetector/factory/ODDPixelBarrel_geo.cpp,404615168,3.007496
thirdparty/OpenDataDetector/factory/ODDPixelEndcap_geo.cpp,436457472,3.007823
thirdparty/OpenDataDetector/factory/ODDStripBarrel_geo.cpp,403558400,3.007849
thirdparty/OpenDataDetector/factory/ODDStripEndcap_geo.cpp,404480000,3.007947
Examples/Run/HelloWorld/HelloWorld.cpp,304463872,1.503731
Examples/Run/HelloWorld/HelloLoggerAlgorithm.cpp,146993152,1.002709
Examples/Run/HelloWorld/HelloRandomAlgorithm.cpp,145735680,1.002562
Examples/Run/HelloWorld/HelloService.cpp,144715776,1.002512
Examples/Run/HelloWorld/HelloWhiteBoardAlgorithm.cpp,148287488,1.002487
Examples/Run/HepMC3/HepMC3HistogramExample.cpp,486285312,3.007673
Examples/Run/HepMC3/HepMC3Example.cpp,492003328,2.506225
Examples/Run/MagneticField/BFieldAccessExample.cpp,563257344,4.511764
